Unique Well ID,Operator Name,First 12 mo CUM GAS  Mcf,First 12 mo CUM CND/OIL  Bbl,First 12 mo CUM BOE  Bbl,First 12 mo CALENDAR DAILY AVG GAS  Mcf,First 12 mo CALENDAR DAILY AVG BOE  Bbl,Total Measured Depth (m) WCFD,First 12 mo CUM HRS  hrs,Completion Year WCFD,Completed Length (m) WCFD,Avg Frac Spacing (m/s),Stages Actual WCFD,Technology Group WCFD,Avg Proppant Placed WCFD (t/m),Total Proppant Placed WCFD (t),Frac Fluid WCFD,Avg Fluid Pumped WCFD (m3/s)
100/04-17-080-14W6/00,ARC RESOURCES LTD.,790868,682,132493,2167,363,3742,5921,2017,1646,165,10,Plug and Perf,1.70,2804,SW,911.8
104/08-15-080-18W6/00,SHELL CANADA LIMITED,629057,66,104909,1719,287,4378,5923,2012,1686,94,18,Ball and Seat ,0.70,1106,SW,281.8
100/04-17-080-15W6/00,TOURMALINE OIL CORP.,546802,13,91146,1494,249,4293,5923,2019,1313,66,20,Ball and Seat ,0.90,1129,SW,306.9
102/12-31-078-18W6/00,SHELL CANADA LIMITED,914240,0,152373,2498,416,3856,5926,2011,1209,202,6,Plug and Perf,0.60,775,SW,719.0
102/05-20-080-15W6/00,TOURMALINE OIL CORP.,544580,890,91653,1492,251,3880,5926,2018,1387,37,38,Ball and Seat ,1.10,1500,SW,256.4
100/08-29-080-16W6/00,ARC RESOURCES LTD.,564844,0,94141,1548,258,4081,5928,2017,1878,145,13,Plug and Perf,1.20,2205,SW,779.9
102/11-33-087-23W6/00,CONOCOPHILLIPS CANADA RESOURCES CORP.,671141,144540,256397,1834,701,4434,5935,2019,2254,46,49,Ball and Seat/Plug and Perf,1.50,3359,SW,495.5
102/07-23-078-18W6/00,ARC RESOURCES LTD.,1380892,0,230149,3783,631,4887,5940,2014,2230,149,15,Plug and Perf,1.30,2885,SW,718.3
196/13-08-081-17W6/00,OVINTIV CANADA ULC,189375,38710,70272,619,230,4400,5940,2019,2024,78,26,Plug and Perf,2.00,4008,SW,757.6
100/05-08-081-20W6/00,SHELL CANADA LIMITED,2801978,0,466996,7677,1279,5261,5945,2016,2845,56,51,Ball and Seat/Coil Tubing,0.90,2461,SW,305.8
102/12-08-080-15W6/00,TOURMALINE OIL CORP.,974413,23,162425,2662,444,3698,5947,2019,1331,49,27,Ball and Seat ,1.10,1522,SW,314.0
100/07-12-088-23W6/00,CONOCOPHILLIPS CANADA RESOURCES CORP.,314608,42848,95283,860,260,4520,5947,2017,2443,54,45,Ball and Seat ,0.90,2215,SW,411.6
100/08-25-078-15W6/00,ARC RESOURCES LTD.,1067082,1,177848,2916,486,3677,5950,2007,1443,289,5,Coil Tubing Straddle,0.40,600,WB,244.4
100/05-17-080-14W6/00,ARC RESOURCES LTD.,778455,556,130299,2133,357,4587,5952,2017,2547,170,15,Plug and Perf,1.70,4307,SW,977.9
100/09-26-079-17W6/02,OVINTIV CANADA ULC,949318,3956,162175,2601,444,3863,5954,2010,1464,133,11,Coil Tubing Jet Cut,0.70,1088,WB,153.9
100/03-24-081-19W6/00,CANADIAN NATURAL RESOURCES LIMITED,792634,11,132117,2172,362,4051,5954,2010,1852,206,9,Plug and Perf,0.50,900,SW,980.0
100/04-13-081-17W6/00,ARC RESOURCES LTD.,80493,17930,31345,221,86,3916,5954,2012,1774,99,18,Plug and Perf,0.80,1355,SW,304.2
102/05-15-081-18W6/00,OVINTIV CANADA ULC,513369,56446,142007,1407,389,4583,5957,2017,2195,105,21,Plug and Perf,1.50,3288,SW,1163.0
102/05-14-077-15W6/00,OVINTIV CANADA ULC,1243708,1461,208746,3407,572,4068,5959,2013,1505,215,7,Plug and Perf,1.40,2164,SW,1032.3
100/16-03-080-18W6/00,SHELL CANADA LIMITED,787475,3398,134643,2158,369,4404,5959,2012,1957,196,10,Plug and Perf,0.60,1241,SW,640.9
100/02-13-081-18W6/00,OVINTIV CANADA ULC,492587,37399,119496,1350,327,4810,5962,2018,2351,43,55,Plug and Perf,2.50,5934,SW,565.4
102/04-09-077-14W6/00,OVINTIV CANADA ULC,1646723,25487,299941,4512,822,5530,5964,2015,2738,119,23,Plug and Perf,1.40,3844,SW,1088.7
102/13-31-079-17W6/00,OVINTIV CANADA ULC,1622402,33267,303668,4445,832,4420,5964,2017,1837,68,27,Plug and Perf,1.40,2642,SW,576.2
100/01-19-079-14W6/00,ARC RESOURCES LTD.,1253250,0,208875,3434,572,4011,5964,2008,1884,236,8,Coil Tubing Jet Cut,0.50,920,WB,171.2
102/04-15-081-18W6/00,OVINTIV CANADA ULC,513719,33016,118635,1407,325,4375,5964,2017,2058,98,21,Plug and Perf,1.80,3675,SW,768.5
102/08-23-080-18W6/00,TOURMALINE OIL CORP.,331591,1910,57175,906,156,3710,5964,2015,1345,52,26,Ball and Seat ,1.50,1962,SW,418.3
100/04-29-078-17W6/00,ARC RESOURCES LTD.,1343380,0,223897,3670,612,4298,5966,2019,1671,119,14,Plug and Perf,1.80,3029,SW,987.6
100/10-34-078-15W6/00,ARC RESOURCES LTD.,1026022,0,171004,2811,469,3940,5966,2009,1590,133,12,Plug and Perf,0.60,871,CO2,165.4
100/09-22-082-20W6/00,CREW ENERGY INC.,790847,131,131939,2161,361,3925,5969,2015,1882,86,22,Ball and Seat ,0.60,1044,SW,539.6
102/13-08-080-15W6/00,TOURMALINE OIL CORP.,910977,20,151849,2489,415,3917,5971,2019,1312,49,27,Ball and Seat ,1.10,1450,SW,288.5
100/08-18-078-17W6/00,ARC RESOURCES LTD.,1202546,0,200424,3295,549,5102,5974,2014,2381,159,15,Plug and Perf,1.00,2434,SW,1105.4
100/04-14-077-15W6/00,OVINTIV CANADA ULC,840316,558,140611,2302,385,4036,5974,2013,1552,194,8,Plug and Perf,0.80,1160,SW,641.0
102/16-19-078-17W6/00,ARC RESOURCES LTD.,1468726,0,244788,4013,669,4154,5976,2019,1638,164,10,Plug and Perf,1.40,2325,SW,859.5
103/13-13-081-19W6/00,CANADIAN NATURAL RESOURCES LIMITED,663842,0,110640,1819,303,3820,5976,2014,1513,80,19,Ball and Seat ,0.80,1246,SW,439.4
100/14-08-079-14W6/00,ARC RESOURCES LTD.,854467,0,142411,2335,389,5017,5978,2019,2521,120,21,Plug and Perf,1.40,3559,SW,729.9
100/06-36-079-18W6/00,OVINTIV CANADA ULC,797229,9011,141883,2184,389,4450,5983,2017,1964,131,15,Plug and Perf,1.40,2765,SW,666.9
100/16-11-080-18W6/00,TOURMALINE OIL CORP.,435606,13274,85875,1190,235,3923,5983,2012,1359,91,15,Ball and Seat ,0.80,1125,SW,438.5
102/04-16-079-17W6/00,OVINTIV CANADA ULC,1449031,904,242409,3970,664,4518,5990,2013,1985,221,9,Plug and Perf,0.70,1435,SW,667.0
102/01-16-081-17W6/00,ARC RESOURCES LTD.,155300,53837,79721,424,218,3687,5990,2015,1457,50,29,Plug and Perf,1.90,2727,SW,665.2
102/07-32-079-20W6/00,SHELL CANADA LIMITED,288733,0,48122,791,132,4870,5993,2013,1888,189,10,Plug and Perf,0.60,1118,SW,758.7
102/12-05-077-17W6/00,TOURMALINE OIL CORP.,870736,0,145123,2386,398,4620,6000,2015,1666,64,26,Ball and Seat ,0.90,1547,SW,481.8
100/09-03-080-17W6/00,OVINTIV CANADA ULC,652290,2732,111447,1787,305,3871,6002,2010,1482,185,8,Coil Tubing Jet Cut,0.60,824,WB,170.0
100/11-12-080-15W6/00,ARC RESOURCES LTD.,488201,760,82126,1338,225,4359,6002,2015,1893,63,30,Ball and Seat ,1.00,1848,SW,458.1
100/01-22-088-25W6/00,CONOCOPHILLIPS CANADA RESOURCES CORP.,245907,17060,58044,674,159,3820,6002,2014,1794,106,17,Plug and Perf,0.90,1668,SW,541.5
100/13-31-078-18W6/00,SHELL CANADA LIMITED,594438,0,99073,1624,271,4002,6005,2011,1313,219,6,Plug and Perf,0.60,832,SW,708.4
102/05-17-080-15W6/00,TOURMALINE OIL CORP.,493085,60,82241,1351,225,4133,6005,2018,1348,36,38,Ball and Seat ,1.10,1500,SW,301.7
104/01-35-079-19W6/00,SHELL CANADA LIMITED,427851,0,71309,1172,195,4224,6005,2015,1201,92,13,Ball and Seat ,0.60,742,SW,846.0
100/02-24-080-20W6/00,SHELL CANADA LIMITED,176086,0,29348,482,80,4496,6005,2009,1600,400,4,Plug and Perf,0.50,855,SW,1013.3
104/04-13-081-17W6/00,ARC RESOURCES LTD.,229125,37047,75234,628,206,3520,6010,2017,1354,71,19,Plug and Perf,1.90,2563,SW,637.2
100/14-08-081-16W6/00,ARC RESOURCES LTD.,637617,46599,152869,1747,419,3514,6012,2016,1129,81,14,Plug and Perf,1.80,1990,SW,615.7
105/13-17-081-17W6/00,ARC RESOURCES LTD.,249375,71410,112973,683,310,3698,6012,2013,1509,50,30,Plug and Perf,1.80,2635,SW,256.6
100/13-19-079-14W6/00,ARC RESOURCES LTD.,2035770,225,339520,5578,930,3934,6014,2013,1725,123,14,Plug and Perf,0.50,854,SW,332.7
102/06-20-080-18W6/00,SHELL CANADA LIMITED,908470,0,151412,2482,414,4321,6014,2012,1746,194,9,Plug and Perf,0.60,1117,SW,713.0
100/12-26-080-18W6/00,SHELL CANADA LIMITED,405222,247,67784,1110,186,4183,6019,2010,1884,236,8,Plug and Perf,0.70,1293,SW,654.0
100/16-07-080-14W6/00,ARC RESOURCES LTD.,957176,774,160303,2622,439,3777,6022,2017,1646,165,10,Plug and Perf,1.70,2805,SW,930.4
100/13-08-080-14W6/00,ARC RESOURCES LTD.,672840,500,112640,1843,309,3413,6031,2017,1287,161,8,Plug and Perf,1.70,2203,SW,932.2
102/08-15-080-18W6/00,SHELL CANADA LIMITED,461902,0,76984,1262,210,4360,6031,2012,1909,212,9,Plug and Perf,0.90,1768,SW,893.7
104/15-33-087-23W6/00,CONOCOPHILLIPS CANADA RESOURCES CORP.,239642,51540,91480,655,250,4434,6041,2019,2118,73,29,Plug and Perf,1.60,3321,SW,803.3
102/12-29-079-14W6/00,ARC RESOURCES LTD.,1327775,0,221296,3638,606,4675,6043,2018,2337,117,20,Plug and Perf,1.80,4215,SW,787.4
102/08-11-082-20W6/00,CREW ENERGY INC.,746711,0,124452,2046,341,4180,6043,2018,2024,61,33,Ball and Seat ,0.90,1873,SW,317.5
102/03-09-080-17W6/00,OVINTIV CANADA ULC,1464397,37130,281196,4012,770,4172,6046,2017,1776,111,16,Plug and Perf,1.70,3091,SW,739.0
100/04-14-081-18W6/00,OVINTIV CANADA ULC,1346393,63433,287832,3679,786,4882,6050,2015,2554,106,24,Ball and Seat/Plug and Perf,2.90,7510,SW,1138.1
103/01-31-080-16W6/00,ARC RESOURCES LTD.,809161,145,135006,2217,370,4573,6050,2014,2292,79,29,Plug and Perf,1.30,2987,SW,479.8
100/14-21-080-17W6/00,OVINTIV CANADA ULC,262840,9463,53270,720,146,4053,6053,2018,1779,105,17,Plug and Perf,1.70,3033,SW,660.4
102/16-20-077-15W6/00,OVINTIV CANADA ULC,1640423,1556,274959,4494,753,5334,6055,2013,2786,232,12,Plug and Perf,0.70,1995,SW,735.4
100/04-13-080-18W6/00,TOURMALINE OIL CORP.,370550,5647,67405,1015,185,3840,6065,2010,1367,152,9,Plug and Perf,0.80,1131,SW,606.8
102/04-04-080-17W6/00,OVINTIV CANADA ULC,240758,5924,46050,660,126,4862,6070,2018,2121,163,13,Plug and Perf,0.80,1722,SW,475.2
100/09-19-078-17W6/00,ARC RESOURCES LTD.,1421652,0,236942,3895,649,4571,6072,2016,1930,77,25,Ball and Seat ,1.40,2609,SW,573.8
102/16-31-077-16W6/00,MURPHY OIL COMPANY LTD.,1228057,0,204676,3365,561,5353,6072,2018,2809,100,28,Plug and Perf,1.50,4200,SW,640.3
100/15-11-078-17W6/00,MURPHY OIL COMPANY LTD.,960778,0,160130,2625,438,4704,6072,2015,1695,113,15,Ball and Seat ,1.70,2835,SW,884.5
103/13-33-081-18W6/00,ARC RESOURCES LTD.,189633,18986,50592,520,139,4163,6072,2016,2028,55,37,Plug and Perf,1.90,3859,SW,637.5
103/09-35-079-19W6/00,SHELL CANADA LIMITED,561690,0,93615,1539,257,4050,6074,2015,1139,95,12,Ball and Seat ,0.60,696,SW,516.0
103/04-16-079-17W6/00,OVINTIV CANADA ULC,1212412,1462,203531,3322,558,4451,6077,2013,1905,238,8,Plug and Perf,0.70,1400,SW,699.3
100/09-07-080-18W6/00,SHELL CANADA LIMITED,752813,0,125469,2063,344,5065,6077,2012,2424,220,11,Plug and Perf,0.90,2257,SW,863.6
100/12-30-080-15W6/00,TOURMALINE OIL CORP.,2148332,57,358112,5870,978,3389,6079,2015,1166,45,26,Ball and Seat ,1.30,1483,SW,312.1
103/15-31-080-17W6/00,OVINTIV CANADA ULC,188679,4940,36386,517,100,4383,6082,2018,1945,70,28,Plug and Perf,1.00,2028,SW,498.8
100/13-34-084-24W6/00,ARC RESOURCES LTD.,304953,66198,117023,836,321,4009,6086,2016,1953,53,37,Plug and Perf,1.80,3521,SW,418.7
100/16-19-078-17W6/00,ARC RESOURCES LTD.,1290094,0,215016,3525,588,4295,6089,2019,1624,162,10,Plug and Perf,1.80,2856,SW,1388.9
102/09-19-078-17W6/00,ARC RESOURCES LTD.,1188257,0,198043,3256,543,4415,6089,2016,1883,82,23,Ball and Seat ,1.80,3450,SW,524.9
103/16-07-080-18W6/00,SHELL CANADA LIMITED,706110,0,117685,1935,322,4825,6089,2012,2405,219,11,Plug and Perf,0.40,946,WB,642.6
100/11-33-079-14W6/00,ARC RESOURCES LTD.,1277289,1082,213963,3499,586,4814,6091,2017,2727,170,16,Plug and Perf,1.70,4600,SW,969.2
104/04-13-081-18W6/00,OVINTIV CANADA ULC,1482411,73900,320968,4061,879,5475,6094,2017,1668,60,28,Plug and Perf,2.70,4495,SW,1022.0
103/04-09-080-17W6/00,OVINTIV CANADA ULC,1237320,54707,260927,3390,715,4812,6098,2017,2195,100,22,Plug and Perf,1.80,3842,SW,698.6
100/12-09-080-16W6/00,TOURMALINE OIL CORP.,878749,6757,153215,2401,419,4856,6098,2015,2402,71,34,Ball and Seat/Plug and Perf,0.80,1877,SW,362.5
100/02-14-082-20W6/00,CREW ENERGY INC.,985714,2934,167220,2693,457,3242,6101,2015,1290,76,17,Ball and Seat ,0.60,704,SW,460.4
100/08-32-077-15W6/00,OVINTIV CANADA ULC,1329714,0,221619,3643,607,4882,6103,2012,2475,248,10,Plug and Perf,0.60,1512,SW,840.3
100/15-33-079-14W6/00,ARC RESOURCES LTD.,1284479,553,214632,3519,588,4591,6106,2017,2486,166,15,Plug and Perf,1.70,4204,SW,955.9
100/05-12-080-18W6/00,TOURMALINE OIL CORP.,679426,198,113435,1861,311,3562,6106,2014,1234,48,26,Ball and Seat ,1.10,1401,SW,253.2
100/07-12-081-21W6/00,SHELL CANADA LIMITED,763842,0,127307,2093,349,3990,6110,2012,1600,200,8,Plug and Perf,0.60,1024,SW,691.6
102/02-29-078-17W6/00,ARC RESOURCES LTD.,3617726,0,602954,9885,1647,4953,6113,2019,2437,122,20,Plug and Perf,1.40,3391,SW,675.9
102/13-16-079-14W6/00,ARC RESOURCES LTD.,1587444,127,264701,4739,790,4887,6113,2020,2435,102,24,Plug and Perf,1.50,3603,SW,687.3
100/03-29-078-17W6/00,ARC RESOURCES LTD.,1381432,0,230239,3774,629,4614,6113,2019,2026,119,17,Plug and Perf,1.50,2952,SW,626.4
102/05-05-080-14W6/00,ARC RESOURCES LTD.,1457175,17,242880,3992,665,5000,6115,2018,2308,115,20,Plug and Perf,1.70,4010,SW,854.3
100/01-04-082-19W6/00,CANADIAN NATURAL RESOURCES LIMITED,1368164,19606,247633,3748,678,3722,6115,2009,1377,153,9,Plug and Perf,0.80,1080,SW,997.7
102/01-07-080-15W6/00,TOURMALINE OIL CORP.,288874,1135,49280,791,135,3835,6118,2017,1426,475,3,Plug and Perf,0.80,1087,SW,3461.7
100/04-17-081-20W6/00,SHELL CANADA LIMITED,266802,69,44536,729,122,5090,6120,2015,2587,152,17,Ball and Seat,0.30,870,SW,618.0
100/03-24-079-17W6/00,OVINTIV CANADA ULC,1723334,5029,292252,4709,799,4615,6122,2011,2326,233,10,Plug and Perf,0.70,1645,SW,1095.3
100/04-16-077-17W6/00,TOURMALINE OIL CORP.,1270064,1,211678,3480,580,4313,6125,2013,1451,63,23,Ball and Seat ,0.90,1338,SW,443.5
100/03-14-081-18W6/02,OVINTIV CANADA ULC,1210279,54847,256561,3307,701,4585,6125,2016,2294,96,24,Plug and Perf,3.50,8058,SW,1056.5
104/08-16-081-17W6/00,ARC RESOURCES LTD.,163719,54538,81824,447,224,3535,6132,2015,1301,50,26,Plug and Perf,1.90,2426,SW,639.9
103/08-30-079-14W6/00,ARC RESOURCES LTD.,1340855,0,223476,3674,612,4504,6134,2018,2164,114,19,Plug and Perf,1.80,3964,SW,846.0
103/03-09-080-17W6/00,OVINTIV CANADA ULC,1382933,63779,294268,3789,806,4183,6137,2017,1786,99,18,Plug and Perf,1.80,3150,SW,678.7
100/10-28-081-19W6/00,CANADIAN NATURAL RESOURCES LIMITED,1376601,511,229945,3772,630,4167,6137,2010,1885,157,12,Plug and Perf,0.60,1194,SW,678.8
102/12-05-079-14W6/00,ARC RESOURCES LTD.,1719150,18,286543,4710,785,4826,6139,2018,2525,158,16,Plug and Perf,0.80,2023,SW,541.9
100/10-33-079-14W6/00,ARC RESOURCES LTD.,1277303,903,213787,3500,586,4643,6142,2017,2547,170,15,Plug and Perf,1.70,4304,SW,1001.6
100/01-04-080-14W6/00,ARC RESOURCES LTD.,1038142,544,173567,2844,476,4994,6151,2017,2907,171,17,Plug and Perf,1.70,4900,SW,964.0
100/05-13-080-18W6/00,TOURMALINE OIL CORP.,272453,5455,50863,746,139,4167,6151,2010,952,190,5,Plug and Perf,0.50,485,SW,528.1
103/13-17-081-17W6/02,ARC RESOURCES LTD.,226575,64813,102575,621,281,3737,6151,2013,1560,50,31,Plug and Perf,1.70,2718,SW,247.4
102/08-30-079-14W6/00,ARC RESOURCES LTD.,1372762,0,228794,3761,627,4532,6156,2018,2122,112,19,Plug and Perf,1.90,3936,SW,816.8
102/12-13-082-20W6/00,CREW ENERGY INC.,227557,344,38270,623,105,3965,6158,2014,1943,65,30,Ball and Seat ,0.90,1712,SW,492.1
105/09-19-078-17W6/00,ARC RESOURCES LTD.,1550568,0,258428,4248,708,4596,6161,2017,1824,73,25,Plug and Perf,2.60,4799,SW,1082.3
105/09-10-080-17W6/00,OVINTIV CANADA ULC,1482273,17542,264588,4050,723,4880,6163,2015,2170,128,17,Ball and Seat,1.80,3861,SW,1008.0
100/03-27-077-17W6/00,MURPHY OIL COMPANY LTD.,1021660,0,170277,2799,467,4681,6163,2010,1575,113,14,Ball and Seat ,0.50,706,SW,97.9
102/09-03-080-18W6/00,SHELL CANADA LIMITED,597492,0,99582,1637,273,4783,6163,2012,2263,206,11,Plug and Perf,0.60,1428,SW,694.3
100/13-04-077-14W6/00,OVINTIV CANADA ULC,1798403,18766,318500,4927,873,5376,6166,2015,2739,95,29,Plug and Perf,1.10,3049,SW,1084.8
104/09-18-078-17W6/00,ARC RESOURCES LTD.,1313388,0,218898,3598,600,4629,6166,2015,1879,78,24,Ball and Seat ,1.30,2448,SW,487.6
100/16-20-080-16W6/00,ARC RESOURCES LTD.,998674,0,166446,2736,456,4350,6166,2013,2233,97,23,Plug and Perf,0.60,1390,SW,217.0
100/16-33-079-14W6/00,ARC RESOURCES LTD.,1081805,893,181194,2964,496,4848,6175,2017,2726,170,16,Plug and Perf,1.70,4605,SW,978.5
100/01-11-080-19W6/00,SHELL CANADA LIMITED,951448,0,158575,2607,435,5912,6178,2017,3061,56,55,Ball and Seat/Coil Tubing,0.90,2703,SW,298.2
103/04-20-079-18W6/00,SHELL CANADA LIMITED,709500,243,118493,1944,325,4996,6178,2013,2464,224,11,Plug and Perf,0.60,1497,SW,957.2
102/08-29-080-16W6/00,ARC RESOURCES LTD.,653526,0,108921,1791,298,4092,6178,2017,1896,146,13,Plug and Perf,1.20,2209,SW,765.2
100/13-34-077-15W6/00,OVINTIV CANADA ULC,1844262,17239,324616,5053,889,4860,6185,2012,2478,225,11,Plug and Perf,0.70,1743,SW,934.1
102/13-29-080-15W6/00,TOURMALINE OIL CORP.,394656,1678,67454,1081,185,3888,6185,2017,1428,31,46,Ball and Seat ,1.00,1371,SW,206.1
100/08-19-078-17W6/00,ARC RESOURCES LTD.,1652892,0,275482,4529,755,4633,6187,2016,1910,76,25,Ball and Seat ,1.70,3148,SW,637.1
102/08-34-080-18W6/02,SHELL CANADA LIMITED,791112,756,132608,2167,363,3751,6192,2010,1350,225,6,Plug and Perf,0.60,869,SW,691.8
106/14-26-078-18W6/00,ARC RESOURCES LTD.,1329661,1,221611,3643,607,5007,6197,2018,2227,159,14,Plug and Perf,1.90,4129,SW,1389.3
104/09-14-080-18W6/00,TOURMALINE OIL CORP.,693817,5428,121064,1896,331,3800,6197,2015,1304,41,32,Ball and Seat ,1.30,1711,SW,307.9
100/01-19-078-17W6/00,ARC RESOURCES LTD.,1376269,0,229378,3771,628,5166,6199,2016,2463,91,27,Ball and Seat ,1.10,2790,SW,762.7
100/15-13-080-18W6/00,TOURMALINE OIL CORP.,302166,6092,56453,828,155,4246,6202,2010,1919,175,11,Plug and Perf,0.50,870,SW,475.6
102/01-26-079-15W6/00,ARC RESOURCES LTD.,1595993,6,266005,4361,727,4872,6204,2019,2476,99,25,Plug and Perf,1.50,3808,SW,595.7
102/05-01-081-16W6/00,TOURMALINE OIL CORP.,1708795,1696,286495,4682,785,3355,6206,2012,1183,66,18,Ball and Seat/Plug and Perf,1.00,1170,SW,280.8
102/05-31-080-15W6/00,TOURMALINE OIL CORP.,1983455,97,330673,5419,904,3647,6216,2015,1371,53,26,Ball and Seat ,0.80,1082,SW,235.5
102/04-02-081-17W6/00,ARC RESOURCES LTD.,376013,17,62686,1030,172,4202,6218,2014,2054,114,18,Plug and Perf,1.00,2100,SW,497.5
102/05-04-082-18W6/00,ARC RESOURCES LTD.,70425,33287,45025,193,123,3598,6218,2013,1588,72,22,Plug and Perf,1.10,1803,WB,265.7
102/08-35-081-19W6/00,CREW ENERGY INC.,130011,128,21797,355,60,3402,6223,2012,929,116,8,Plug and Perf,0.60,513,SW,551.9
104/13-17-081-17W6/00,ARC RESOURCES LTD.,141340,38707,62264,387,171,3748,6230,2013,1508,50,30,Plug and Perf,1.80,2701,SW,313.4
102/04-29-078-17W6/00,ARC RESOURCES LTD.,1432734,0,238789,3915,652,4197,6233,2019,1683,129,13,Plug and Perf,1.30,2130,SW,865.1
105/13-11-081-17W6/00,ARC RESOURCES LTD.,427484,97989,169237,1168,462,4643,6235,2016,2469,51,48,Plug and Perf,1.90,4582,SW,541.6
102/03-02-079-15W6/00,ARC RESOURCES LTD.,1670571,0,278429,4577,763,5061,6238,2016,2705,90,30,Ball and Seat ,1.10,3003,SW,463.3
103/04-12-080-15W6/00,ARC RESOURCES LTD.,744285,29,124076,2034,339,4982,6240,2020,2546,121,21,Plug and Perf,1.40,3611,SW,773.2
100/04-09-080-17W6/00,OVINTIV CANADA ULC,930481,34689,189769,2549,520,4444,6247,2017,1990,100,20,Plug and Perf,1.80,3500,SW,660.0
100/04-14-081-17W6/00,ARC RESOURCES LTD.,429924,103179,174833,1175,478,4803,6247,2016,2601,51,51,Plug and Perf,1.90,4829,SW,553.9
102/10-10-080-17W6/00,OVINTIV CANADA ULC,2089738,27370,375659,5710,1026,4538,6264,2015,2300,96,24,Plug and Perf,1.80,4071,SW,821.2
100/08-08-087-23W6/00,CONOCOPHILLIPS CANADA RESOURCES CORP.,175885,20276,49590,482,136,3870,6269,2014,1789,119,15,Plug and Perf,1.00,1781,SW,742.9
102/04-09-080-17W6/00,OVINTIV CANADA ULC,1607640,42804,310744,4405,851,4397,6271,2017,1995,100,20,Plug and Perf,1.80,3500,SW,671.9
100/01-04-078-15W6/00,OVINTIV CANADA ULC,1972702,13477,342261,5405,938,5344,6276,2012,2753,229,12,Plug and Perf,0.70,1917,SW,910.5
100/14-24-084-24W6/02,ARC RESOURCES LTD.,421293,45817,116032,1154,318,4690,6276,2016,2524,55,46,Plug and Perf,1.70,4285,SW,699.4
102/05-17-081-20W6/00,SHELL CANADA LIMITED,1185796,0,197633,3240,540,5095,6278,2015,2578,96,27,Ball and Seat,0.60,1607,SW,458.5
100/04-32-080-21W6/00,STRATHCONA RESOURCES LTD.,1022946,0,170491,2803,467,5278,6283,2018,2765,553,5,Ball and Seat ,0.20,535,SW,734.3
103/04-08-081-16W6/00,ARC RESOURCES LTD.,350968,233,58728,959,161,4276,6283,2015,2165,66,33,Ball and Seat ,1.00,2053,SW,378.4
103/01-07-082-19W6/00,CREW ENERGY INC.,209105,0,34851,573,96,3195,6295,2017,1107,40,28,Ball and Seat ,1.00,1118,SW,306.4
103/11-26-078-18W6/00,ARC RESOURCES LTD.,1367147,1,227859,3746,624,4947,6300,2018,2164,135,16,Plug and Perf,2.20,4726,SW,1399.9
100/15-27-079-17W6/00,OVINTIV CANADA ULC,678727,1978,115099,1854,315,3499,6305,2011,1213,93,13,Coil Tubing Jet Cut,0.80,1005,WB,166.0
100/16-36-077-17W6/00,MURPHY OIL COMPANY LTD.,1544565,0,257427,4232,705,5535,6312,2016,2501,96,26,Plug and Perf,3.10,7620,SW,1150.2
102/06-15-079-14W6/00,ARC RESOURCES LTD.,1434626,52,239157,3920,653,4708,6312,2019,2423,121,20,Plug and Perf,1.40,3450,SW,822.6
100/16-08-087-21W6/00,CONOCOPHILLIPS CANADA RESOURCES CORP.,348775,49236,107365,953,293,4623,6312,2019,2601,53,49,Ball and Seat ,1.20,3084,SW,540.8
100/04-20-080-18W6/00,SHELL CANADA LIMITED,895877,0,149313,2448,408,4258,6314,2012,1858,206,9,Plug and Perf,0.60,1180,SW,667.9
104/05-11-081-17W6/00,ARC RESOURCES LTD.,435137,38412,110935,1192,304,4651,6314,2017,2440,53,46,Plug and Perf,2.70,6640,SW,736.3
100/01-06-079-16W6/00,OVINTIV CANADA ULC,1428916,1026,239178,3915,655,5448,6317,2013,2680,141,19,Ball and Seat ,0.70,1983,SW,390.1
100/12-22-080-18W6/00,TOURMALINE OIL CORP.,498166,931,83958,1365,230,3723,6322,2017,1350,44,31,Ball and Seat ,1.20,1670,SW,356.0
103/07-35-078-18W6/00,ARC RESOURCES LTD.,1624206,0,270701,4438,740,4918,6326,2015,2272,78,29,Ball and Seat ,1.30,2987,SW,515.3
100/05-17-081-20W6/00,SHELL CANADA LIMITED,738218,0,123036,2017,336,5035,6326,2015,2500,96,26,Ball and Seat,0.60,1556,SW,474.0
102/06-25-079-15W6/00,ARC RESOURCES LTD.,1334742,281,222738,3984,665,4563,6338,2020,2168,120,18,Plug and Perf,1.40,3106,SW,821.4
103/04-31-080-15W6/00,TOURMALINE OIL CORP.,2903819,670,484639,7934,1324,3769,6341,2015,1408,54,26,Ball and Seat ,0.80,1107,SW,241.7
100/04-08-088-24W6/00,CONOCOPHILLIPS CANADA RESOURCES CORP.,111301,25582,44133,305,121,3644,6343,2013,1456,73,20,Ball and Seat ,0.80,1210,SW,476.0
100/09-15-079-17W6/00,OVINTIV CANADA ULC,1206624,3436,204540,3297,559,4550,6346,2011,2209,138,16,Coil Tubing Jet Cut,0.70,1625,WB,270.6
102/02-27-082-19W6/00,CREW ENERGY INC.,777805,0,129634,2131,355,4753,6348,2018,2712,60,45,Plug and Perf,2.00,5469,SW,607.9
102/16-23-081-19W6/00,CANADIAN NATURAL RESOURCES LIMITED,711887,0,118648,1945,324,4162,6348,2011,1775,161,11,Plug and Perf,0.60,1086,SW,779.6
