Unique Well ID,Region,Operator Name,First 12 mo CUM GAS  Mcf,First 12 mo CUM CND/OIL  Bbl,First 12 mo CUM BOE  Bbl,First 12 mo Monthly WTR  Bbl,First 12 mo CALENDAR DAILY AVG GAS  Mcf,First 12 mo CALENDAR DAILY AVG BOE  Bbl,Total Measured Depth (m) WCFD,First 12 mo CUM HRS  hrs,Completion Year WCFD,Completed Length (m) WCFD,Avg Frac Spacing (m/s),Stages Actual WCFD,Technology Group WCFD,Avg Proppant Placed WCFD (t/m),Total Proppant Placed WCFD (t),Frac Fluid WCFD,Avg Fluid Pumped WCFD (m3/s)
100/15-09-081-16W6/00,south_graben,ARC RESOURCES LTD.,1116459,207,186284,24865,3059,510,3850,7056,2018,1775,127,14,Plug and Perf,1.9,3314.8,SW,764.5
103/09-06-081-20W6/00,south_graben,SHELL CANADA LIMITED,1114870,0,185812,16474,3046,508,3605,8158,2015,1163,47,25,Ball and Seat ,0.7,765.5,SW,282.2
102/16-05-080-17W6/00,south_graben,OVINTIV CANADA ULC,1114633,32738,218510,82263,3054,599,4756,7987,2018,2280,85,27,Plug and Perf,1.4,3235,SW,593.9
100/05-23-080-16W6/00,south_graben,ARC RESOURCES LTD.,1114591,12,185777,5094,3054,509,3469,6634,2010,1311,146,9,Plug and Perf,0.7,903,CO2,109.6
100/04-02-077-17W6/00,south_graben,TOURMALINE OIL CORP.,1113800,0,185633,20067,3043,507,4356,6629,2019,1135,38,30,Ball and Seat ,1.1,1251.9,SW,312.3
102/05-33-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1113772,301,185929,38809,3325,555,3859,7596,2020,1608,56,29,Ball and Seat ,1,1591.1,SW,325.8
102/15-04-080-17W6/00,south_graben,OVINTIV CANADA ULC,1113641,27252,212859,100572,3051,583,4262,8306,2018,1764,84,21,Plug and Perf,1.4,2499,SW,422.2
100/08-13-082-20W6/00,south_graben,CREW ENERGY INC.,1113524,6234,191822,23109,3051,526,3665,7913,2013,1543,67,23,Ball and Seat ,0.7,1142,SW,362.8
103/14-05-078-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,1112486,0,185414,4006,3040,507,3806,7570,2015,811,58,14,Ball and Seat ,1.7,1400,SW,528.2
100/06-34-080-16W6/00,south_graben,ARC RESOURCES LTD.,1110738,10264,195387,3688,3035,534,4568,7925,2011,2284,163,14,Plug and Perf,0.6,1336.4,CO2,127.6
100/08-04-082-19W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,1110095,0,185016,7673,3041,507,3973,7574,2013,1665,185,9,Plug and Perf,0.7,1082.3,SW,889.4
103/13-17-081-18W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,1109922,0,184987,31683,3033,505,5420,7656,2019,3048,117,26,Plug and Perf,1.5,4610,SW,890.4
100/05-28-080-16W6/00,south_graben,ARC RESOURCES LTD.,1109534,9,184931,11487,3040,507,3919,7838,2015,1411,71,20,Ball and Seat ,1.4,2033,SW,432.2
102/16-07-079-18W6/00,south_graben,SHELL CANADA LIMITED,1108552,0,184759,21455,3037,506,4915,7886,2014,2449,204,12,Plug and Perf,0.6,1519.3,SW,789.5
102/08-22-079-14W6/00,south_graben,ARC RESOURCES LTD.,1108361,1,184728,2778,3037,506,3450,6509,2009,1279,160,8,Plug and Perf,0.6,702.3,CO2,116
104/04-09-080-17W6/00,south_graben,OVINTIV CANADA ULC,1106144,32644,217002,66602,3031,595,4465,6588,2017,1995,100,20,Plug and Perf,1.7,3412,SW,645
100/01-09-080-17W6/00,south_graben,OVINTIV CANADA ULC,1105024,22750,206921,50410,3028,567,5072,7877,2018,2409,105,23,Plug and Perf,0.8,1993.3,SW,501.8
100/13-15-079-14W6/00,south_graben,ARC RESOURCES LTD.,1103375,143,184039,4891,3023,504,3909,5402,2009,1692,154,11,Plug and Perf,0.6,996,CO2,157.5
100/12-26-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1102845,10,183818,35537,3022,504,3517,7505,2017,1394,70,20,Ball and Seat ,0.8,1119.2,SW,311.4
102/01-02-081-18W6/00,south_graben,OVINTIV CANADA ULC,1099808,74589,257890,98595,3005,705,4673,8278,2019,2332,67,35,Plug and Perf,2.6,6070,SW,728
100/02-09-080-17W6/00,south_graben,OVINTIV CANADA ULC,1099423,20711,203948,58998,3012,559,4930,6778,2014,2618,262,10,Plug and Perf,0.7,1867.2,SW,719.1
100/12-18-082-19W6/00,south_graben,CREW ENERGY INC.,1099021,6387,189557,18148,3011,519,3745,7843,2013,1714,75,23,Ball and Seat ,0.9,1603.2,SW,467.4
102/07-08-080-17W6/00,south_graben,TOURMALINE OIL CORP.,1098890,386,183534,11621,3011,503,3757,4709,2013,1423,47,30,Ball and Seat/Plug and Perf,1.2,1650,SW,278.8
102/02-16-080-19W6/00,south_graben,SHELL CANADA LIMITED,1097820,0,182970,22812,3008,501,4921,7627,2016,1972,58,34,Ball and Seat ,0.5,1050,SW,263.1
100/02-28-081-19W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,1097410,96,182998,0,3007,501,4388,5222,2010,2103,162,13,Plug and Perf,0.6,1300,SW,679.9
102/12-20-080-17W6/00,south_graben,OVINTIV CANADA ULC,1096888,28271,211086,49921,3005,578,4000,8424,2018,1732,102,17,Plug and Perf,1.7,2882,SW,645.9
100/01-09-079-14W6/00,south_graben,ARC RESOURCES LTD.,1096192,0,182699,1790,3003,501,3672,5256,2008,1501,214,7,Coil Tubing Jet Cut,0.5,750.7,WB,182.5
100/05-29-080-18W6/00,south_graben,SHELL CANADA LIMITED,1095083,487,183001,6712,3000,501,4040,6684,2010,1686,241,7,Plug and Perf,0.5,900.6,SW,728.6
102/09-22-079-15W6/00,south_graben,ARC RESOURCES LTD.,1094423,0,182404,8029,2990,498,4125,4541,2015,1824,59,31,Ball and Seat ,1.7,3148,SW,573.9
100/01-19-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1093893,154,182470,51842,2989,499,3679,6550,2015,1222,47,26,Ball and Seat ,1.2,1445.9,SW,298.6
102/09-15-078-18W6/00,south_graben,MURPHY OIL COMPANY LTD.,1092279,0,182047,4823,2993,499,4447,6994,2015,1408,101,14,Ball and Seat ,1,1414,SW,143.2
100/13-27-079-17W6/00,south_graben,OVINTIV CANADA ULC,1090015,3983,185653,11603,2986,509,4111,5734,2010,1669,139,12,Coil Tubing Jet Cut,0.7,1165.7,WB,186.1
103/01-19-078-17W6/00,south_graben,ARC RESOURCES LTD.,1089517,0,181586,9487,2985,498,4783,6581,2016,2188,78,28,Ball and Seat ,1.8,3911.4,SW,492.1
102/05-29-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1088066,1795,183139,20699,2981,502,3537,5359,2013,1379,57,24,Ball and Seat ,1,1320,SW,265.2
100/04-15-082-20W6/00,south_graben,CREW ENERGY INC.,1087257,276,181485,50006,2979,497,3988,7836,2016,2013,77,26,Ball and Seat ,0.8,1522,SW,419.7
103/09-03-080-18W6/00,south_graben,SHELL CANADA LIMITED,1086473,11,181090,4772,2977,496,5080,6422,2012,2508,209,12,Plug and Perf,0.6,1582.4,SW,659.9
100/12-17-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1084418,113,180850,4555,2971,496,3682,5357,2018,1331,48,28,Ball and Seat ,1.1,1505,SW,319.8
100/08-22-078-17W6/00,south_graben,OVINTIV CANADA ULC,1083917,0,180653,7026,2970,495,4425,8393,2010,1930,241,8,Plug and Perf,0.8,1440,SW,854.6
100/13-21-080-16W6/00,south_graben,ARC RESOURCES LTD.,1083775,457,181086,7117,2969,496,3429,6734,2011,1147,143,8,Plug and Perf,0.7,797,E-SW,131.4
100/01-02-080-16W6/00,south_graben,TOURMALINE OIL CORP.,1083638,7772,188378,35716,2969,516,3765,7498,2012,1481,74,20,Ball and Seat ,0.9,1309.5,SW,415.4
102/07-31-080-18W6/00,south_graben,SHELL CANADA LIMITED,1083122,75,180595,11409,2968,495,4152,6473,2010,1802,225,8,Plug and Perf,0.6,1147.4,SW,654.8
100/16-33-079-14W6/00,south_graben,ARC RESOURCES LTD.,1081805,893,181194,19425,2964,496,4848,6175,2017,2726,170,16,Plug and Perf,1.7,4605.1,SW,978.5
100/07-28-081-19W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,1080939,445,180602,0,2962,495,4153,5609,2010,1727,192,9,Plug and Perf,0.7,1126,SW,915.3
100/16-20-079-14W6/00,south_graben,ARC RESOURCES LTD.,1079905,11,179995,7100,2959,493,3658,7673,2017,1546,155,10,Plug and Perf,1.3,2075,SW,959.1
100/12-17-081-16W6/00,south_graben,ARC RESOURCES LTD.,1079827,68910,248881,39915,2958,682,4672,8150,2018,2588,78,33,Plug and Perf,1.7,4501.9,SW,521
100/04-28-080-16W6/00,south_graben,ARC RESOURCES LTD.,1079802,0,179967,1313,2950,492,3613,7130,2011,1394,139,10,Plug and Perf,0.7,1002,WB,138.2
103/13-16-080-15W6/00,south_graben,ARC RESOURCES LTD.,1079389,149,180047,15674,2957,493,4500,7565,2017,2367,169,14,Plug and Perf,1.7,4000.6,SW,1021.1
100/04-16-078-17W6/02,south_graben,MURPHY OIL COMPANY LTD.,1079290,0,179882,2824,2949,492,4547,7534,2011,1630,117,14,Ball and Seat ,0.4,575,SW,68
102/09-11-077-17W6/00,south_graben,TOURMALINE OIL CORP.,1079008,0,179835,3390,2956,493,4610,4308,2016,1392,44,32,Ball and Seat ,1.3,1742.2,SW,329.4
102/16-28-080-18W6/00,south_graben,SHELL CANADA LIMITED,1077553,833,180425,4867,2952,494,3915,6833,2010,1450,242,6,Plug and Perf,0.6,910.5,SW,680.4
100/16-35-080-18W6/00,south_graben,OVINTIV CANADA ULC,1077348,27320,206878,88567,2944,565,4221,8338,2019,1821,114,16,Plug and Perf,1.7,3169.9,SW,636.4
104/14-04-080-17W6/00,south_graben,OVINTIV CANADA ULC,1076281,25353,204734,91518,2949,561,4352,8359,2018,1933,84,23,Plug and Perf,1.4,2727,SW,454.6
100/13-32-078-18W6/00,south_graben,TOURMALINE OIL CORP.,1074240,0,179040,33,2943,491,4093,7994,2010,1589,318,5,Plug and Perf,0.8,1200,SW,1024.8
100/08-21-080-18W6/00,south_graben,SHELL CANADA LIMITED,1074096,0,179016,22429,2943,491,4791,4673,2017,2119,57,37,Ball and Seat ,0.8,1782.4,SW,287.4
102/12-01-080-16W6/00,south_graben,TOURMALINE OIL CORP.,1072923,209,179029,37367,2940,491,3905,7750,2017,1294,46,28,Ball and Seat ,1.2,1505,SW,333
102/04-25-079-17W6/00,south_graben,OVINTIV CANADA ULC,1067488,5187,183102,15563,2925,502,3957,8321,2010,1458,146,10,Coil Tubing Jet Cut,0.7,1005.5,WB,130.4
100/08-25-078-15W6/00,south_graben,ARC RESOURCES LTD.,1067082,1,177848,4548,2916,486,3677,5950,2007,1443,289,5,Coil Tubing Straddle,0.4,600,WB,244.4
103/07-15-078-18W6/00,south_graben,MURPHY OIL COMPANY LTD.,1066220,0,177703,3713,2921,487,4309,8071,2015,1354,97,14,Ball and Seat ,1,1400,SW,606
102/04-20-079-18W6/00,south_graben,SHELL CANADA LIMITED,1066178,9,177705,6547,2921,487,4714,3977,2011,2100,233,9,Plug and Perf,0.6,1337.2,SW,860.9
100/04-17-082-20W6/00,south_graben,CREW ENERGY INC.,1066100,87,177770,43129,2921,487,4156,8045,2017,2091,58,36,Ball and Seat ,1.1,2200,SW,459.6
100/02-21-077-15W6/00,south_graben,OVINTIV CANADA ULC,1064515,755,178174,6374,2917,488,4238,8441,2008,1697,170,10,Coil Tubing Straddle,0.6,1020,WB,134.1
100/08-21-082-20W6/00,south_graben,CREW ENERGY INC.,1064063,448,177792,8563,2907,486,3685,6362,2015,1778,85,21,Ball and Seat ,0.6,1113,SW,413.4
100/05-02-077-17W6/00,south_graben,TOURMALINE OIL CORP.,1062678,0,177113,21513,2911,485,4532,8002,2017,1276,49,26,Ball and Seat ,1,1220,SW,291.3
100/09-15-078-18W6/00,south_graben,MURPHY OIL COMPANY LTD.,1062032,0,177005,4668,2910,485,4534,7464,2015,1439,103,14,Ball and Seat ,1,1413.6,SW,140.9
100/16-31-077-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,1061315,0,176886,9525,2900,483,5175,7769,2011,2260,161,14,Ball and Seat ,0.3,714,SW,72.1
100/04-04-079-18W6/00,south_graben,TOURMALINE OIL CORP.,1059034,385,176890,29,2902,485,4120,8242,2010,1400,280,5,Plug and Perf,0.9,1200,SW,1169.8
100/09-27-079-18W6/00,south_graben,SHELL CANADA LIMITED,1058331,1697,178085,8734,2900,488,4715,8110,2009,2101,350,6,Plug and Perf,0.5,1031,SW,837.9
100/13-17-080-17W6/00,south_graben,OVINTIV CANADA ULC,1054499,28711,204461,107913,2889,560,4110,7666,2018,1672,93,18,Plug and Perf,1.7,2913.9,SW,571.3
106/07-17-081-18W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,1053927,601,176256,7564,2880,482,3935,5098,2015,1599,67,24,Ball and Seat ,1.1,1808,SW,476.2
100/13-22-077-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,1052338,0,175390,3122,2875,479,4434,8422,2011,1549,129,12,Ball and Seat ,0.4,612,WB,62.3
100/08-30-080-17W6/00,south_graben,OVINTIV CANADA ULC,1050738,40557,215680,80023,2871,589,5387,7790,2015,3077,123,25,Ball and Seat/Plug and Perf,1.3,4093.9,SW,728
100/12-27-080-18W6/00,south_graben,SHELL CANADA LIMITED,1048927,602,175423,4021,2874,481,4120,6953,2010,1650,236,7,Plug and Perf,0.6,1054.3,SW,699.5
104/05-33-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1048542,9,174766,8436,3130,522,3819,5498,2020,1527,57,27,Ball and Seat ,1,1485,SW,273
100/08-35-079-16W6/00,south_graben,TOURMALINE OIL CORP.,1048379,8500,183230,42351,2872,502,3876,7183,2013,1348,52,26,Ball and Seat ,1.2,1610.9,SW,361.2
103/08-06-081-20W6/00,south_graben,SHELL CANADA LIMITED,1045625,0,174271,31140,2857,476,3854,7932,2015,1160,46,25,Ball and Seat ,0.7,775.3,SW,288.1
100/05-03-082-19W6/00,south_graben,CREW ENERGY INC.,1043382,809,174706,17245,2859,479,3675,7711,2013,1506,100,15,Ball and Seat ,0.9,1415,SW,635.9
100/05-31-078-18W6/00,south_graben,SHELL CANADA LIMITED,1043227,0,173871,20255,2850,475,4084,6538,2011,1258,210,6,Plug and Perf,0.9,1146.9,SW,980.9
103/09-18-078-17W6/00,south_graben,ARC RESOURCES LTD.,1042669,0,173778,12027,2857,476,4510,4937,2014,1687,68,25,Ball and Seat ,1.2,2053.8,SW,564.7
103/15-12-081-21W6/00,south_graben,SHELL CANADA LIMITED,1041793,393,174026,14417,2854,477,4515,5707,2013,2023,225,9,Plug and Perf,0.6,1286.6,SW,888.6
102/04-01-080-16W6/00,south_graben,TOURMALINE OIL CORP.,1041465,25,173602,27526,2846,474,3940,7949,2019,1359,41,33,Ball and Seat ,1,1285.3,SW,283.1
102/09-33-081-20W6/00,south_graben,CREW ENERGY INC.,1040437,1205,174611,14496,2851,478,3740,5076,2014,1570,92,17,Ball and Seat ,0.9,1425,SW,644.3
102/04-16-077-17W6/00,south_graben,TOURMALINE OIL CORP.,1039342,0,173224,7858,2848,475,4317,4606,2013,1435,57,25,Ball and Seat ,1.1,1622,SW,414.6
100/13-26-079-15W6/00,south_graben,ARC RESOURCES LTD.,1039307,0,173218,5284,2847,475,3986,5892,2010,1692,169,10,Plug and Perf,0.7,1103,CO2,154.3
100/01-04-080-14W6/00,south_graben,ARC RESOURCES LTD.,1038142,544,173567,24860,2844,476,4994,6151,2017,2907,171,17,Plug and Perf,1.7,4900.3,SW,964
100/16-35-079-19W6/00,south_graben,SHELL CANADA LIMITED,1038050,0,173008,34752,2844,474,3820,5482,2015,1217,61,20,Ball and Seat ,0.6,760,SW,320.4
100/16-03-078-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,1036969,0,172828,5114,2841,474,4428,7387,2014,1604,115,14,Ball and Seat ,0.9,1419,SW,150.4
100/04-34-080-16W6/00,south_graben,ARC RESOURCES LTD.,1036489,3099,175847,8514,2840,482,3459,7793,2009,1227,153,8,Plug and Perf,0.8,1000.3,CO2,133.5
100/05-06-082-19W6/00,south_graben,CREW ENERGY INC.,1036058,840,173516,21262,2839,475,3341,7579,2012,1318,78,17,Ball and Seat ,0.8,1020,SW,580.5
102/04-12-080-16W6/00,south_graben,TOURMALINE OIL CORP.,1035730,1042,173664,36307,2838,476,3899,7366,2017,1297,34,38,Ball and Seat ,1.1,1398,SW,290.1
100/02-21-080-17W6/00,south_graben,OVINTIV CANADA ULC,1035567,57805,230400,110270,2829,630,5156,7853,2015,2914,97,30,Plug and Perf,1.6,4769.6,SW,711.2
100/05-17-080-15W6/02,south_graben,TOURMALINE OIL CORP.,1035207,91,172625,9236,2836,473,4157,7183,2018,1351,48,28,Ball and Seat ,1.1,1505.1,SW,352.9
106/14-07-081-17W6/00,south_graben,OVINTIV CANADA ULC,1034992,59461,231959,99309,2836,636,3816,7536,2018,1686,73,23,Plug and Perf,1.8,2942,SW,581.5
103/16-09-080-17W6/00,south_graben,OVINTIV CANADA ULC,1034681,43701,216148,65101,2835,592,5544,7901,2018,3157,109,29,Plug and Perf,0.8,2662.5,SW,504.2
100/13-12-080-18W6/00,south_graben,TOURMALINE OIL CORP.,1033342,5031,177255,15918,2823,484,3815,5755,2011,1308,109,12,Ball and Seat ,1,1246,SW,484.3
100/12-35-080-16W6/00,south_graben,ARC RESOURCES LTD.,1032622,2977,175080,2933,2829,480,3454,6497,2013,1358,151,9,Plug and Perf,0.7,900,SW,397.4
100/16-09-080-17W6/00,south_graben,OVINTIV CANADA ULC,1032039,30325,202332,50690,2828,554,5278,4752,2014,3034,145,21,Ball and Seat/Plug and Perf,1.1,3412.3,SW,681.9
103/13-01-080-16W6/00,south_graben,TOURMALINE OIL CORP.,1031061,736,172579,23267,2825,473,4005,6862,2017,1355,37,37,Ball and Seat ,0.9,1194.4,SW,314.2
103/08-08-080-17W6/00,south_graben,TOURMALINE OIL CORP.,1029158,44,171570,32852,2820,470,3898,6828,2014,1452,56,26,Ball and Seat ,1,1418,SW,306
100/10-29-081-19W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,1028921,0,171487,4081,2819,470,4481,7618,2014,2004,106,19,Ball and Seat ,0.6,1236.1,SW,584.1
100/16-32-081-19W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,1028734,0,171456,5817,2818,470,3442,7354,2013,1320,165,8,Plug and Perf,0.7,853.5,SW,1006
106/04-29-080-17W6/00,south_graben,OVINTIV CANADA ULC,1026414,57517,228586,158078,2812,626,4722,7570,2018,2366,91,26,Plug and Perf,1.7,4112,SW,655.5
108/02-06-081-17W6/00,south_graben,OVINTIV CANADA ULC,1026237,9042,180081,145632,2812,493,4407,7630,2018,2125,71,30,Plug and Perf,1.8,3732.1,SW,613.3
100/08-31-077-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,1026092,0,171015,3109,2804,467,4365,8047,2011,1438,120,12,Ball and Seat ,0.4,607,SW,111.9
100/10-34-078-15W6/00,south_graben,ARC RESOURCES LTD.,1026022,0,171004,315,2811,469,3940,5966,2009,1590,133,12,Plug and Perf,0.6,871.1,CO2,165.4
100/13-36-078-17W6/00,south_graben,OVINTIV CANADA ULC,1025654,2305,173248,36456,2810,475,5481,5268,2013,3026,233,13,Plug and Perf,0.7,2161,SW,828.1
100/05-28-079-17W6/00,south_graben,OVINTIV CANADA ULC,1024252,3392,174101,24759,2806,477,4195,4932,2012,1855,232,8,Plug and Perf,0.7,1365,SW,741.9
100/04-32-080-21W6/00,south_graben,STRATHCONA RESOURCES LTD.,1022946,0,170491,17132,2803,467,5278,6283,2018,2765,553,5,Ball and Seat ,0.2,535,SW,734.3
100/16-16-080-18W6/00,south_graben,SHELL CANADA LIMITED,1022321,0,170387,17601,2801,467,4890,5527,2017,2255,58,39,Ball and Seat ,0.8,1904.5,SW,288.6
100/04-23-081-19W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,1022119,0,170353,6323,2800,467,3819,7243,2014,1620,85,19,Ball and Seat ,0.8,1219.2,SW,604.1
100/03-27-077-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,1021660,0,170277,1892,2799,467,4681,6163,2010,1575,113,14,Ball and Seat ,0.5,705.5,SW,97.9
103/01-16-081-17W6/00,south_graben,ARC RESOURCES LTD.,1021501,175081,345331,74523,2791,944,3687,7807,2015,1508,50,30,Plug and Perf,1.8,2729,SW,474.2
100/01-14-082-20W6/00,south_graben,CREW ENERGY INC.,1020400,2215,172281,8006,2788,471,3586,6485,2015,1501,72,21,Ball and Seat ,0.7,1113,SW,381.1
103/13-28-080-21W6/02,south_graben,STRATHCONA RESOURCES LTD.,1019217,0,169869,24045,2792,465,3890,6797,2018,1227,47,26,Ball and Seat ,1.8,2262,SW,457.1
100/05-01-081-18W6/00,south_graben,OVINTIV CANADA ULC,1018673,58581,228360,60263,2791,626,4635,7901,2018,2281,67,34,Plug and Perf,1.6,3704.2,SW,608.5
102/13-04-080-17W6/00,south_graben,OVINTIV CANADA ULC,1018150,18860,188551,67049,2790,517,4590,7385,2018,2149,83,26,Plug and Perf,0.8,1744.5,SW,361.2
104/01-07-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1015738,373,169663,39569,2783,465,3763,8326,2017,1364,49,28,Ball and Seat ,1.1,1507.3,SW,302.4
100/10-28-080-16W6/00,south_graben,ARC RESOURCES LTD.,1015664,1072,170349,2006,2783,467,3350,7572,2010,1292,144,9,Plug and Perf,0.9,1125,BI Foam,126.5
100/14-10-078-18W6/00,south_graben,MURPHY OIL COMPANY LTD.,1014555,0,169093,3474,2772,462,4500,7469,2011,1572,121,13,Ball and Seat ,0.4,663,SW,84.3
103/08-35-079-19W6/00,south_graben,SHELL CANADA LIMITED,1014527,0,169088,19379,2772,462,4006,7202,2015,1295,65,20,Ball and Seat ,0.6,760.6,SW,355.7
100/02-16-080-19W6/00,south_graben,SHELL CANADA LIMITED,1013640,0,168940,24645,2777,463,5560,6624,2016,2619,66,40,Ball and Seat ,1.2,3028.8,SW,483.2
100/08-26-078-17W6/00,south_graben,OVINTIV CANADA ULC,1013142,0,168857,7413,2776,463,4432,8232,2010,1951,244,8,Plug and Perf,0.7,1440,SW,876.1
100/02-02-081-16W6/00,south_graben,ARC RESOURCES LTD.,1011921,12579,181232,2344,2772,497,3520,6919,2008,1451,207,7,Plug and Perf,0.6,877.9,N2 Foam,137.2
100/15-31-080-17W6/00,south_graben,OVINTIV CANADA ULC,1011755,64450,233076,76702,2772,639,4556,8311,2018,2049,48,43,Plug and Perf,2.3,4687,SW,627.5
100/09-18-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1011144,0,168524,31524,2770,462,3840,7783,2016,1408,56,25,Ball and Seat ,1,1387.9,SW,317.8
102/13-01-080-16W6/00,south_graben,TOURMALINE OIL CORP.,1010197,120,168486,41602,2768,462,3719,7862,2017,1305,47,28,Ball and Seat ,1.2,1510,SW,327.5
102/11-27-082-19W6/00,south_graben,CREW ENERGY INC.,1009883,0,168314,32617,2759,460,5095,7296,2020,3168,96,33,Plug and Perf,1.6,4956,SW,647.6
102/16-23-079-17W6/00,south_graben,OVINTIV CANADA ULC,1009261,4827,173038,13717,2765,474,4137,7824,2010,1717,132,13,Coil Tubing Jet Cut,0.6,1104.4,WB,118.6
104/09-06-081-20W6/00,south_graben,SHELL CANADA LIMITED,1009254,0,168209,19209,2758,460,3672,8376,2015,1162,47,25,Ball and Seat ,0.7,771.9,SW,291.7
100/07-02-078-16W6/00,south_graben,OVINTIV CANADA ULC,1008357,0,168060,9269,2763,460,5016,3972,2012,2549,232,11,Plug and Perf,0.7,1750,SW,796.8
100/12-12-080-16W6/00,south_graben,TOURMALINE OIL CORP.,1007217,2646,170516,36505,2760,467,3888,7068,2018,1291,34,38,Ball and Seat ,1.2,1498.4,SW,278.8
102/07-26-077-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,1005977,0,167663,3818,2749,458,4290,8246,2011,1468,105,14,Ball and Seat ,0.5,714,SW,66.4
102/16-14-082-20W6/00,south_graben,CREW ENERGY INC.,1005793,257,167890,19684,2748,459,3858,7368,2016,1909,66,29,Ball and Seat ,0.8,1523.6,SW,417.7
104/14-05-078-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,1005652,0,167609,3485,2748,458,3614,6941,2015,727,52,14,Ball and Seat ,1.9,1413,SW,601.8
103/15-04-080-17W6/00,south_graben,OVINTIV CANADA ULC,1003904,29376,196694,60196,2750,539,4176,8280,2018,1694,85,20,Plug and Perf,1.4,2407,SW,425
103/13-12-080-16W6/00,south_graben,TOURMALINE OIL CORP.,1003254,67,167276,34187,2749,458,3888,8078,2018,1368,36,38,Ball and Seat ,1.1,1521.3,SW,281.6
100/01-03-081-16W6/00,south_graben,ARC RESOURCES LTD.,1003110,9860,177045,3970,2748,485,3169,8345,2008,1039,148,7,Plug and Perf,0.8,875,CO2,140.4
100/01-23-081-18W6/02,south_graben,CANADIAN NATURAL RESOURCES LIMITED,1001633,91855,258794,150021,2744,709,5081,7018,2018,2823,52,54,Plug and Perf,1.7,4770,SW,496.7
100/09-19-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1001333,63,166952,2505,2736,456,3633,4819,2015,1345,52,26,Ball and Seat ,1.1,1456.2,SW,310.8
102/16-35-078-15W6/00,south_graben,ARC RESOURCES LTD.,1000899,0,166817,3678,2742,457,4003,4781,2010,1702,155,11,Plug and Perf,0.7,1104,CO2,119
100/05-12-080-16W6/00,south_graben,TOURMALINE OIL CORP.,1000726,2041,168828,18992,2742,463,3838,7853,2018,1190,32,37,Ball and Seat ,1.2,1453,SW,267.7
100/13-14-081-19W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,998858,0,166476,14147,2737,456,4400,6984,2013,2092,161,13,Plug and Perf,0.6,1262.2,SW,816.4
100/16-20-080-16W6/00,south_graben,ARC RESOURCES LTD.,998674,0,166446,12659,2736,456,4350,6166,2013,2233,97,23,Plug and Perf,0.6,1390,SW,217
102/08-02-082-19W6/00,south_graben,CREW ENERGY INC.,997533,1335,167591,9717,2726,458,3754,6809,2015,1279,80,16,Ball and Seat ,0.7,860,SW,341.5
102/16-33-081-20W6/00,south_graben,CREW ENERGY INC.,996156,35,166061,25605,2722,454,4165,7003,2015,1771,77,23,Ball and Seat ,0.7,1211.6,SW,334.3
102/09-04-082-19W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,995884,0,165981,7596,2728,455,4315,7354,2013,2105,211,10,Plug and Perf,0.6,1209.7,SW,1162.7
102/03-16-080-19W6/00,south_graben,SHELL CANADA LIMITED,995379,0,165897,22898,2727,455,4369,7553,2016,1532,61,25,Ball and Seat ,0.5,793.7,SW,317.3
100/02-33-080-16W6/00,south_graben,ARC RESOURCES LTD.,994807,7594,173395,6195,2726,475,3535,8155,2009,1402,175,8,Plug and Perf,0.7,1000,CO2,138.9
100/01-28-077-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,994401,0,165734,3668,2717,453,5060,7807,2011,2163,120,18,Ball and Seat/Plug and Perf,0.4,918,WB,63.1
100/14-23-078-18W6/00,south_graben,ARC RESOURCES LTD.,992868,0,165478,12344,2720,453,4804,4363,2014,2081,149,14,Plug and Perf,1.3,2754,SW,843.4
100/13-23-080-17W6/02,south_graben,OVINTIV CANADA ULC,990919,24170,189323,162922,2715,519,5010,6583,2017,2400,67,36,Plug and Perf,1.7,4171.3,SW,758.8
