Unique Well ID,Region,Operator Name,First 12 mo CUM GAS  Mcf,First 12 mo CUM CND/OIL  Bbl,First 12 mo CUM BOE  Bbl,First 12 mo Monthly WTR  Bbl,First 12 mo CALENDAR DAILY AVG GAS  Mcf,First 12 mo CALENDAR DAILY AVG BOE  Bbl,Total Measured Depth (m) WCFD,First 12 mo CUM HRS  hrs,Completion Year WCFD,Completed Length (m) WCFD,Avg Frac Spacing (m/s),Stages Actual WCFD,Technology Group WCFD,Avg Proppant Placed WCFD (t/m),Total Proppant Placed WCFD (t),Frac Fluid WCFD,Avg Fluid Pumped WCFD (m3/s)
100/08-20-079-14W6/00,south_graben,ARC RESOURCES LTD.,833285,0,138881,7746,2283,381,3991,3634,2010,1832,122,15,Plug and Perf,0.4,753,CO2,83.9
103/05-06-080-15W6/00,south_graben,TOURMALINE OIL CORP.,833094,472,139321,15886,2282,382,3798,6874,2014,1447,56,26,Ball and Seat ,1,1420.9,SW,388.8
103/09-11-082-20W6/00,south_graben,CREW ENERGY INC.,831713,0,138619,43351,2279,380,4006,6806,2018,1857,56,33,Ball and Seat ,1,1880,SW,344.3
100/05-07-080-18W6/00,south_graben,SHELL CANADA LIMITED,831208,11,138545,7435,2277,380,4214,7236,2009,1701,425,4,Plug and Perf,0.6,1059.9,SW,1219.1
100/08-16-080-16W6/00,south_graben,ARC RESOURCES LTD.,830809,594,139062,4063,2276,381,3470,8093,2010,1192,149,8,Plug and Perf,0.7,805,CO2,136.5
100/08-06-079-14W6/00,south_graben,ARC RESOURCES LTD.,830682,15,138462,2189,2276,379,3980,4111,2010,1767,161,11,Plug and Perf,0.6,1105,CO2,138.7
103/12-18-079-18W6/00,south_graben,SHELL CANADA LIMITED,829718,0,138286,35649,2273,379,6320,7726,2014,3677,204,18,Plug and Perf,0.6,2290.4,SW,799.5
103/09-10-079-18W6/00,south_graben,SHELL CANADA LIMITED,829700,174,138457,10577,2273,379,5051,5827,2013,2214,158,14,Plug and Perf,0.6,1325.9,SW,670.2
100/13-02-079-17W6/00,south_graben,OVINTIV CANADA ULC,829460,497,138740,10671,2266,379,4305,5736,2012,1751,219,8,Plug and Perf,0.7,1260,SW,1005.4
106/15-04-080-17W6/00,south_graben,OVINTIV CANADA ULC,829404,46187,184421,66808,2272,505,4246,8342,2018,1621,81,20,Plug and Perf,1.4,2312,SW,529.6
100/10-23-081-19W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,828535,0,138089,3395,2264,377,4235,5909,2011,2118,177,12,Plug and Perf,0.6,1191.4,SW,767.1
102/13-04-079-18W6/00,south_graben,TOURMALINE OIL CORP.,827680,553,138499,5468,2268,379,4078,7793,2012,1238,83,15,Ball and Seat ,1,1207,SW,587.7
104/13-28-080-21W6/00,south_graben,STRATHCONA RESOURCES LTD.,827257,0,137876,16824,2267,378,3861,7046,2018,1304,31,42,Ball and Seat ,1.8,2348.1,SW,326.7
102/01-04-082-19W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,827034,0,137839,0,2266,378,3320,4452,2010,1048,150,7,Plug and Perf,0.6,658,WB,708.7
103/05-20-080-15W6/00,south_graben,TOURMALINE OIL CORP.,826985,115,137945,11643,2266,378,3787,5791,2018,1391,50,28,Ball and Seat ,1.1,1505,SW,298.1
103/01-12-081-18W6/00,south_graben,OVINTIV CANADA ULC,826487,12400,150147,143955,2264,411,3949,7440,2018,1681,73,23,Plug and Perf,1.1,1801.4,SW,400.4
100/04-27-077-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,826162,0,137694,3826,2257,376,4760,7980,2011,1887,135,14,Ball and Seat ,0.4,670.3,WB,77.1
100/05-01-080-16W6/00,south_graben,TOURMALINE OIL CORP.,825321,3,137557,37206,2255,376,3588,7584,2019,1191,54,22,Ball and Seat ,1,1175,SW,286.9
100/01-21-082-19W6/00,south_graben,CREW ENERGY INC.,823870,0,137312,42605,2251,375,3949,6974,2019,2055,61,34,Plug and Perf,2,4074,SW,497.3
100/05-32-080-16W6/00,south_graben,ARC RESOURCES LTD.,822952,1658,138817,3528,2255,380,3126,7973,2010,1077,108,10,Plug and Perf,1.2,1250,BI Foam,157.6
102/16-03-080-18W6/00,south_graben,SHELL CANADA LIMITED,822902,0,137150,1985,2255,376,4574,5868,2012,2107,192,11,Plug and Perf,0.6,1336.4,SW,598.8
103/08-16-081-17W6/00,south_graben,ARC RESOURCES LTD.,822705,103533,240650,63096,2248,658,3444,6931,2015,1301,50,26,Plug and Perf,1.8,2358.2,SW,502
103/09-09-080-17W6/00,south_graben,OVINTIV CANADA ULC,822147,13284,150308,23743,2253,412,5138,8314,2018,2549,142,18,Plug and Perf,0.8,2050,SW,612.3
102/05-27-082-19W6/00,south_graben,CREW ENERGY INC.,821868,107,137085,42748,2246,375,5326,7346,2020,3061,90,34,Plug and Perf,1.4,4176,SW,569.7
100/16-28-080-16W6/00,south_graben,ARC RESOURCES LTD.,820236,0,136706,3106,2241,374,4280,7730,2011,2037,170,12,Plug and Perf,0.6,1128.6,WB,136.9
102/15-33-087-23W6/00,north_graben,CONOCOPHILLIPS CANADA RESOURCES CORP.,819915,131281,267933,76110,2246,734,4439,8162,2017,2209,48,46,Ball and Seat ,1.4,3119,SW,521.2
100/03-35-081-19W6/00,south_graben,CREW ENERGY INC.,819212,0,136535,14069,2238,373,4239,8131,2011,2051,147,14,Plug and Perf,0.8,1718,SW,384
100/12-20-082-20W6/00,south_graben,CREW ENERGY INC.,819000,288,136788,12302,2244,375,4002,7565,2016,1933,72,27,Ball and Seat ,0.8,1442,SW,670.7
104/15-31-080-17W6/00,south_graben,OVINTIV CANADA ULC,817432,16401,152640,100554,2240,418,4252,7918,2018,1921,71,27,Plug and Perf,1.7,3221,SW,635.7
100/12-35-079-18W6/00,south_graben,OVINTIV CANADA ULC,817150,2770,138962,9365,2233,380,5550,6602,2011,2912,132,22,Coil Tubing Jet Cut,0.3,954.6,WB,133.4
100/07-07-077-16W6/00,south_graben,MURPHY OIL COMPANY LTD.,817090,0,136182,4992,2239,373,4440,8462,2011,1371,196,7,Ball and Seat ,0.3,359.5,SW,116.1
103/14-16-080-15W6/00,south_graben,ARC RESOURCES LTD.,817019,61,136231,19365,2238,373,3996,7610,2017,1847,168,11,Plug and Perf,1.7,3109.3,SW,999.7
100/06-03-082-19W6/00,south_graben,CREW ENERGY INC.,816927,671,136826,4570,2238,375,3180,7834,2010,1019,255,4,Coil Tubing Jet Cut,0.4,377,WB,725.3
102/01-23-081-18W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,816807,78363,214497,140677,2238,588,4876,6734,2018,2605,51,51,Plug and Perf,1.9,5030,SW,522.7
100/04-33-079-14W6/00,south_graben,ARC RESOURCES LTD.,815084,13,135861,1724,2233,372,3658,4699,2010,1531,153,10,Plug and Perf,0.7,1003,CO2,112.5
100/01-30-080-15W6/00,south_graben,TOURMALINE OIL CORP.,814840,0,135807,7485,2226,371,3954,6924,2015,1205,46,26,Ball and Seat ,1.2,1449.5,SW,308.8
102/08-14-077-17W6/00,south_graben,TOURMALINE OIL CORP.,814826,0,135804,6036,2232,372,4342,7471,2012,1577,105,15,Ball and Seat ,0.8,1215,SW,530.9
100/04-13-080-16W6/00,south_graben,TOURMALINE OIL CORP.,813396,3,135569,43438,2229,371,3826,7298,2018,1286,46,28,Ball and Seat ,1.2,1504.8,SW,311.3
102/12-12-080-18W6/00,south_graben,TOURMALINE OIL CORP.,812965,0,135494,31377,2227,371,3630,7913,2014,1315,51,26,Ball and Seat ,1.1,1410.2,SW,331.5
102/09-07-080-15W6/00,south_graben,TOURMALINE OIL CORP.,812548,120,135544,21349,2226,371,3746,7598,2017,1408,83,17,Ball and Seat ,0.8,1050.2,SW,368
102/05-27-077-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,812534,0,135422,3488,2220,370,4649,8364,2011,1818,130,14,Ball and Seat ,0.4,714,SW,70.4
100/12-18-080-17W6/00,south_graben,TOURMALINE OIL CORP.,811082,541,135721,65257,2222,372,3725,8374,2012,1272,44,29,Ball and Seat/Plug and Perf,1.3,1653,SW,295.1
100/01-02-082-19W6/00,south_graben,CREW ENERGY INC.,810366,756,135817,8621,2214,371,4067,7253,2015,1636,86,19,Ball and Seat ,0.6,1026,SW,359
100/08-20-082-20W6/00,south_graben,CREW ENERGY INC.,809786,351,135316,12498,2219,371,3497,7637,2016,1376,66,21,Ball and Seat ,1,1365,SW,375.4
103/01-31-080-16W6/00,south_graben,ARC RESOURCES LTD.,809161,145,135006,47149,2217,370,4573,6050,2014,2292,79,29,Plug and Perf,1.3,2987,SW,479.8
103/14-04-080-17W6/00,south_graben,OVINTIV CANADA ULC,809070,39985,174830,58615,2217,479,4420,8419,2018,1909,83,23,Plug and Perf,1.4,2721.4,SW,555.9
102/16-03-081-20W6/00,south_graben,SHELL CANADA LIMITED,808314,172,134891,6087,2215,370,4110,5210,2013,1551,194,8,Plug and Perf,0.7,1006.2,SW,720.8
102/08-09-080-17W6/00,south_graben,OVINTIV CANADA ULC,807766,31339,165966,85659,2213,455,5035,4687,2014,2607,186,14,Plug and Perf,1.7,4495.5,SW,1200
100/14-08-081-18W6/02,south_graben,CANADIAN NATURAL RESOURCES LIMITED,807579,0,134597,6642,2213,369,4110,6732,2014,1689,94,18,Ball and Seat ,0.7,1177.5,SW,448.3
102/05-06-080-15W6/02,south_graben,TOURMALINE OIL CORP.,806301,508,134891,21123,2209,370,4060,7145,2014,1564,60,26,Ball and Seat ,0.9,1383.6,SW,366
100/15-27-077-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,805997,0,134333,7082,2208,368,4660,5626,2010,1624,116,14,Ball and Seat ,0.4,591.3,CO2,207
100/15-04-080-17W6/00,south_graben,OVINTIV CANADA ULC,805090,38699,172881,64760,2206,474,4330,8412,2018,1801,82,22,Plug and Perf,1.4,2540,SW,526.8
100/07-03-081-16W6/00,south_graben,ARC RESOURCES LTD.,804394,10006,144071,4399,2198,394,3319,7618,2008,1202,172,7,Plug and Perf,0.8,908.7,CO2 Foam,90.8
100/10-17-079-16W6/00,south_graben,OVINTIV CANADA ULC,804136,3135,137157,15523,2203,376,4623,6458,2013,2226,223,10,Plug and Perf,0.7,1589.9,SW,613
103/09-19-080-15W6/00,south_graben,TOURMALINE OIL CORP.,803673,84,134029,9230,2196,366,3745,4627,2015,1358,52,26,Ball and Seat ,1.1,1454.9,SW,316.1
103/09-33-081-20W6/00,south_graben,CREW ENERGY INC.,802561,592,134352,23048,2193,367,4330,6785,2015,1769,80,22,Ball and Seat ,0.5,885.8,SW,615.8
100/12-08-081-18W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,802452,0,133742,9125,2199,366,4221,6384,2014,1814,96,19,Ball and Seat ,0.7,1242.6,SW,455.3
100/05-04-079-15W6/00,south_graben,ARC RESOURCES LTD.,801512,0,133585,4977,2196,366,3689,7457,2013,1338,89,15,Plug and Perf,0.7,915,SW,245.3
102/13-02-077-17W6/00,south_graben,TOURMALINE OIL CORP.,800806,0,133468,22844,2194,366,4878,5206,2017,1486,53,28,Ball and Seat ,1.7,2531,SW,462.8
100/04-12-080-16W6/00,south_graben,TOURMALINE OIL CORP.,800802,46,133513,31311,2194,366,3791,5189,2017,1399,50,28,Ball and Seat ,1.1,1505,SW,310.9
103/04-29-080-15W6/00,south_graben,TOURMALINE OIL CORP.,800774,3732,137194,22103,2194,376,3548,7879,2016,1283,49,26,Ball and Seat ,1.1,1395,SW,294.8
103/09-07-080-15W6/00,south_graben,TOURMALINE OIL CORP.,799874,361,133673,18956,2191,366,3815,7046,2017,1449,76,19,Ball and Seat ,0.8,1165,SW,347.8
102/12-30-080-15W6/00,south_graben,TOURMALINE OIL CORP.,799482,1,133248,0,2184,364,3451,2983,2015,1273,49,26,Ball and Seat ,1.2,1466.8,SW,317
102/01-30-080-15W6/00,south_graben,TOURMALINE OIL CORP.,798016,6,133009,30768,2180,363,4680,8314,2019,2144,47,46,Ball and Seat ,0.8,1804,SW,257.6
100/06-36-079-18W6/00,south_graben,OVINTIV CANADA ULC,797229,9011,141883,47500,2184,389,4450,5983,2017,1964,131,15,Plug and Perf,1.4,2765,SW,666.9
100/06-01-081-18W6/00,south_graben,OVINTIV CANADA ULC,796815,43317,176120,100638,2183,483,4740,7877,2018,2305,64,36,Plug and Perf,1.6,3638.5,SW,560.4
100/14-35-080-21W6/00,south_graben,STRATHCONA RESOURCES LTD.,796529,0,132755,1047,2176,363,4392,8436,2011,1341,223,6,Plug and Perf,0.8,1091,SW,824.7
100/12-02-080-15W6/00,south_graben,ARC RESOURCES LTD.,796508,0,132751,44852,2182,364,4556,6943,2018,2187,53,41,Plug and Perf,2.4,5309.9,SW,644.9
100/12-14-079-17W6/00,south_graben,OVINTIV CANADA ULC,796363,3489,136216,30901,2182,373,4457,5472,2012,2001,200,10,Plug and Perf,0.7,1437,SW,776.4
102/14-08-081-18W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,796017,0,132670,7826,2181,364,4122,5844,2014,1730,91,19,Ball and Seat ,0.7,1255.4,SW,462.5
104/08-14-080-18W6/00,south_graben,TOURMALINE OIL CORP.,794622,4316,136753,87159,2177,375,3968,8014,2016,1457,56,26,Ball and Seat ,0.8,1162.4,SW,249.2
100/10-20-082-19W6/00,south_graben,CREW ENERGY INC.,793881,13,132327,31727,2175,363,3912,7277,2017,1791,43,42,Ball and Seat ,1.8,3149.1,SW,427
100/14-22-080-16W6/00,south_graben,TOURMALINE OIL CORP.,793425,767,133004,5688,2174,364,3533,4159,2010,1357,194,7,Plug and Perf,0.6,785,SW,662.8
100/13-22-080-20W6/00,south_graben,SHELL CANADA LIMITED,793026,0,132171,27531,2167,361,4543,7858,2015,1799,90,20,Ball and Seat ,0.5,974.2,SW,306.4
100/01-16-081-17W6/00,south_graben,ARC RESOURCES LTD.,792818,122491,254628,59535,2166,696,3576,7243,2015,1405,50,28,Plug and Perf,1.8,2503,SW,496
100/03-24-081-19W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,792634,11,132117,5584,2172,362,4051,5954,2010,1852,206,9,Plug and Perf,0.5,900,SW,980
103/04-12-080-16W6/00,south_graben,TOURMALINE OIL CORP.,792020,351,132354,46531,2170,363,3793,7114,2018,1239,44,28,Ball and Seat ,1.2,1507.2,SW,308.6
102/08-34-080-18W6/02,south_graben,SHELL CANADA LIMITED,791112,756,132608,6912,2167,363,3751,6192,2010,1350,225,6,Plug and Perf,0.6,868.5,SW,691.8
104/07-12-081-21W6/00,south_graben,SHELL CANADA LIMITED,790868,0,131811,11765,2167,361,4434,5645,2013,2042,204,10,Plug and Perf,0.6,1278.7,SW,801
100/04-17-080-14W6/00,south_graben,ARC RESOURCES LTD.,790868,682,132493,22220,2167,363,3742,5921,2017,1646,165,10,Plug and Perf,1.7,2803.9,SW,911.8
100/09-22-082-20W6/00,south_graben,CREW ENERGY INC.,790847,131,131939,10584,2161,361,3925,5969,2015,1882,86,22,Ball and Seat ,0.6,1044,SW,539.6
102/13-12-080-18W6/00,south_graben,TOURMALINE OIL CORP.,790543,450,132207,35570,2166,362,4009,7162,2012,1598,55,29,Ball and Seat/Plug and Perf,1,1591,SW,313.8
100/14-28-081-19W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,790303,0,131717,7183,2159,360,4421,6792,2011,2073,160,13,Plug and Perf,0.6,1270.2,SW,716
107/15-32-079-17W6/00,south_graben,OVINTIV CANADA ULC,790197,8429,140128,59053,2165,384,4688,4997,2018,2077,104,20,Plug and Perf,0.9,1780.4,SW,364
100/02-08-081-16W6/00,south_graben,ARC RESOURCES LTD.,788923,0,131487,18280,2161,360,3757,7716,2014,1544,77,20,Ball and Seat ,0.8,1251.7,SW,364.3
100/13-08-081-19W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,788548,0,131425,1713,2155,359,4488,7814,2011,2047,158,13,Plug and Perf,0.6,1299.8,SW,776.9
100/09-21-082-20W6/00,south_graben,CREW ENERGY INC.,788516,2965,134385,12628,2154,367,3965,5503,2015,1877,78,24,Ball and Seat ,0.7,1274,SW,406
102/04-17-081-20W6/00,south_graben,SHELL CANADA LIMITED,788418,0,131403,31780,2154,359,5125,5690,2015,2669,95,28,Limited Entry Ball and Seat,0.6,1605,SW,475.3
100/16-03-080-18W6/00,south_graben,SHELL CANADA LIMITED,787475,3398,134643,53166,2158,369,4404,5959,2012,1957,196,10,Plug and Perf,0.6,1241.1,SW,640.9
100/08-09-080-17W6/00,south_graben,OVINTIV CANADA ULC,787213,20567,151769,57905,2157,416,4725,4740,2013,2424,152,16,Plug and Perf,0.8,1848,SW,501.6
103/09-11-080-18W6/00,south_graben,TOURMALINE OIL CORP.,786835,3766,134906,15818,2156,370,4290,8196,2014,1421,55,26,Ball and Seat ,1,1485.1,SW,317.7
100/06-08-081-16W6/00,south_graben,ARC RESOURCES LTD.,786475,0,131079,50581,2860,477,4861,4978,2020,2533,94,27,Plug and Perf,1.9,4779.8,SW,897.5
100/12-11-081-15W6/00,south_graben,LEUCROTTA EXPLORATION INC.,786253,5297,136339,782,2154,374,3638,8621,2017,1387,29,48,Ball and Seat ,1.9,2677.6,E-SW,369.3
102/16-19-080-15W6/00,south_graben,TOURMALINE OIL CORP.,786009,18563,149565,50411,2148,409,3823,6684,2015,1099,37,30,Ball and Seat ,1.5,1629.6,SW,357.4
103/04-20-080-18W6/00,south_graben,SHELL CANADA LIMITED,785833,0,130972,8308,2147,358,4375,6614,2012,1860,186,10,Plug and Perf,0.6,1178.5,SW,597.2
100/13-19-080-18W6/02,south_graben,SHELL CANADA LIMITED,785448,147,131055,6854,2152,359,4290,7258,2009,1801,360,5,Plug and Perf,0.5,871.8,SW,875
103/16-11-082-20W6/00,south_graben,CREW ENERGY INC.,784526,0,130754,40154,2149,358,3918,6636,2018,1857,56,33,Ball and Seat ,1,1808,SW,326.3
103/01-02-081-18W6/00,south_graben,OVINTIV CANADA ULC,784296,25501,156217,96840,2143,427,4570,8369,2019,2407,93,26,Plug and Perf,1.7,4094,SW,553.6
100/09-34-080-16W6/00,south_graben,ARC RESOURCES LTD.,783216,1059,131595,23306,2146,361,4747,6758,2017,2556,142,18,Plug and Perf,1.1,2825.9,SW,761.6
102/12-18-080-17W6/00,south_graben,TOURMALINE OIL CORP.,783142,293,130817,47504,2146,358,3791,8047,2012,1449,48,30,Ball and Seat/Plug and Perf,1.1,1638,SW,261.5
104/01-12-081-18W6/00,south_graben,OVINTIV CANADA ULC,781906,46127,176445,75917,2142,483,4222,8210,2018,1773,71,25,Plug and Perf,1.1,1941.8,SW,455.2
103/05-11-081-17W6/00,south_graben,ARC RESOURCES LTD.,780104,77212,207230,58897,2137,568,4581,6401,2017,2349,53,44,Plug and Perf,2.7,6380,SW,723.9
100/05-17-080-14W6/00,south_graben,ARC RESOURCES LTD.,778455,556,130299,34474,2133,357,4587,5952,2017,2547,170,15,Plug and Perf,1.7,4306.6,SW,977.9
103/16-16-080-15W6/00,south_graben,ARC RESOURCES LTD.,778219,0,129703,11773,2126,354,3567,4543,2019,1385,126,11,Plug and Perf,1.3,1746.7,SW,744.6
102/02-27-082-19W6/00,south_graben,CREW ENERGY INC.,777805,0,129634,52092,2131,355,4753,6348,2018,2712,60,45,Plug and Perf,2,5469,SW,607.9
104/14-07-081-17W6/00,south_graben,OVINTIV CANADA ULC,776456,66701,196110,61211,2127,537,3780,7476,2018,1488,60,25,Plug and Perf,2.6,3843,SW,664.9
100/05-35-079-15W6/00,south_graben,ARC RESOURCES LTD.,775609,0,129268,5501,2125,354,3664,5854,2016,1443,58,25,Ball and Seat ,1.5,2195.7,SW,414.3
102/01-15-079-18W6/00,south_graben,SHELL CANADA LIMITED,775492,0,129249,5950,2119,353,4717,4445,2011,2208,221,10,Plug and Perf,0.6,1395,SW,676.5
100/16-08-081-17W6/00,south_graben,OVINTIV CANADA ULC,774871,62740,191885,40597,2313,573,3920,7342,2020,1529,61,25,Plug and Perf,2.7,4067.8,SW,550.4
102/13-28-080-20W6/00,south_graben,SHELL CANADA LIMITED,774020,0,129003,17134,2121,353,4808,6934,2014,1860,93,20,Ball and Seat ,0.6,1024.6,SW,530
100/14-20-079-17W6/00,south_graben,OVINTIV CANADA ULC,773829,3679,132651,9899,2120,363,4033,7766,2010,2828,257,11,Coil Tubing Jet Cut,0.4,1100.5,WB,180.5
100/05-31-077-15W6/02,south_graben,OVINTIV CANADA ULC,773328,251,129139,3809,2113,353,4414,8220,2008,1789,224,8,Coil Tubing Jet Cut,0.5,810,WB,127.5
100/04-27-079-14W6/00,south_graben,ARC RESOURCES LTD.,772816,16,128818,1668,2117,353,3420,6739,2006,1185,296,4,Coil Tubing Jet Cut,0.4,484.8,OIL,337.5
100/09-19-082-20W6/00,south_graben,CREW ENERGY INC.,771883,1102,129749,18524,2109,355,3955,6394,2015,1926,80,24,Ball and Seat ,0.6,1100,SW,455.6
106/03-17-080-18W6/00,south_graben,SHELL CANADA LIMITED,771474,0,128579,6666,2108,351,4470,8371,2015,1824,96,19,Ball and Seat ,0.6,1130,SW,350.9
103/02-21-080-17W6/00,south_graben,OVINTIV CANADA ULC,771226,36759,165297,93887,2113,453,5044,7529,2017,2435,97,25,Plug and Perf,1.7,4200.1,SW,674.4
100/01-04-082-20W6/00,south_graben,CREW ENERGY INC.,769952,0,128325,12082,2110,352,4134,7982,2016,1614,77,21,Ball and Seat ,0.8,1345,SW,446.1
102/09-17-080-18W6/00,south_graben,SHELL CANADA LIMITED,769224,1015,129219,7929,2108,354,4195,7680,2009,1601,320,5,Plug and Perf,0.5,810.8,SW,964.1
100/06-26-082-20W6/00,south_graben,CREW ENERGY INC.,768550,3,128094,29158,2106,351,4772,8206,2018,2620,62,42,Limited Entry Ball and Seat,0.9,2460,SW,292.7
100/01-29-082-20W6/00,south_graben,CREW ENERGY INC.,767532,0,127922,26611,2103,351,3900,7728,2017,1795,56,32,Ball and Seat ,1,1873.5,SW,349.4
100/13-26-080-18W6/00,south_graben,SHELL CANADA LIMITED,766907,870,128688,8224,2101,353,4307,6437,2010,2035,226,9,Plug and Perf,0.7,1334.3,WB,652.3
100/13-30-079-14W6/00,south_graben,ARC RESOURCES LTD.,766780,0,127797,18543,2101,350,3698,3410,2010,1613,147,11,Plug and Perf,0.7,1100,CO2,107.1
102/05-17-082-20W6/02,south_graben,CREW ENERGY INC.,765488,80,127661,38797,2097,350,4265,7894,2017,2023,56,36,Ball and Seat ,0.8,1644.2,SW,674.7
100/01-08-081-16W6/00,south_graben,ARC RESOURCES LTD.,765092,0,127515,3402,2096,349,3708,7522,2014,1539,77,20,Ball and Seat ,0.8,1260,SW,352.2
102/16-17-080-18W6/00,south_graben,SHELL CANADA LIMITED,765039,1014,128520,8557,2096,352,4498,7567,2009,1654,414,4,Plug and Perf,0.4,734,SW,1090.4
102/08-08-080-17W6/00,south_graben,TOURMALINE OIL CORP.,765007,7613,135114,26115,2096,370,4276,5918,2010,1800,200,9,Plug and Perf,0.7,1240,WB,733.9
100/07-12-081-21W6/00,south_graben,SHELL CANADA LIMITED,763842,0,127307,13033,2093,349,3990,6110,2012,1600,200,8,Plug and Perf,0.6,1023.5,SW,691.6
100/04-33-081-19W6/00,south_graben,CREW ENERGY INC.,763761,72,127365,12787,2087,348,3543,8306,2011,1311,328,4,Plug and Perf,0.9,1200,SW,1051.1
100/03-13-081-18W6/00,south_graben,OVINTIV CANADA ULC,762112,60071,187090,41322,2088,513,5135,5592,2017,1404,61,23,Plug and Perf,2.8,3948,SW,986.4
100/08-32-080-21W6/00,south_graben,STRATHCONA RESOURCES LTD.,761321,0,126887,308,2086,348,4235,8234,2010,1626,232,7,Plug and Perf,0.7,1156,SW,765.6
106/07-12-081-21W6/00,south_graben,SHELL CANADA LIMITED,760289,0,126715,10962,2083,347,4390,5760,2013,2013,201,10,Plug and Perf,0.6,1265.3,SW,769.3
100/04-06-080-15W6/00,south_graben,TOURMALINE OIL CORP.,760268,6062,132773,13611,2077,363,4059,6667,2014,1438,719,2,Ball and Seat ,0,17,SW,119.1
103/13-07-081-17W6/00,south_graben,OVINTIV CANADA ULC,760226,50508,177212,59228,2083,486,4146,7843,2018,1856,64,29,Plug and Perf,2.6,4807,SW,703.8
100/12-34-081-19W6/00,south_graben,CREW ENERGY INC.,758704,0,126451,14803,2079,346,3540,8388,2014,1461,81,18,Ball and Seat ,0.7,1013.8,SW,470.9
100/09-10-080-17W6/00,south_graben,OVINTIV CANADA ULC,758135,57321,183677,87703,2071,502,5539,7349,2015,3108,97,32,Ball and Seat/Plug and Perf,1.7,5169.7,SW,781
102/03-14-079-17W6/00,south_graben,OVINTIV CANADA ULC,755133,1048,126904,49735,2069,348,4874,6775,2013,2398,240,10,Plug and Perf,0.7,1680,SW,666.6
105/14-07-081-17W6/00,south_graben,OVINTIV CANADA ULC,754498,53868,179617,69147,2067,492,3728,7910,2018,1506,79,19,Plug and Perf,1.7,2622.5,SW,596.2
103/08-07-080-15W6/00,south_graben,TOURMALINE OIL CORP.,754215,476,126178,26010,2066,346,4060,6797,2017,1367,49,28,Ball and Seat ,1.1,1505.2,SW,328.7
102/13-07-081-17W6/00,south_graben,OVINTIV CANADA ULC,753456,30705,156281,66438,2064,428,4052,8254,2018,1856,81,23,Plug and Perf,1.7,3218,SW,623.9
100/09-07-080-18W6/00,south_graben,SHELL CANADA LIMITED,752813,0,125469,3249,2063,344,5065,6077,2012,2424,220,11,Plug and Perf,0.9,2257.4,SW,863.6
100/02-12-081-16W6/00,south_graben,ARC RESOURCES LTD.,752774,222,125685,69383,2062,344,4898,7030,2018,2528,70,36,Plug and Perf,1.8,4564.5,SW,577.4
100/16-18-078-17W6/00,south_graben,ARC RESOURCES LTD.,752386,0,125398,8634,2061,344,4309,3679,2014,1622,77,21,Ball and Seat ,1.3,2142,SW,458.3
102/09-18-078-17W6/00,south_graben,ARC RESOURCES LTD.,752333,0,125389,8572,2061,344,4671,5035,2014,1821,140,13,Plug and Perf,1.1,2033.7,SW,1077.4
105/16-06-081-16W6/00,south_graben,ARC RESOURCES LTD.,752216,2906,128276,39584,2061,351,4470,6744,2017,2204,96,23,Plug and Perf,2,4311.4,SW,798.1
102/02-33-077-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,752213,0,125369,5048,2061,344,4169,7421,2014,1269,91,14,Ball and Seat ,1.1,1414,SW,122.6
100/04-18-078-17W6/00,south_graben,ARC RESOURCES LTD.,751129,0,125188,7729,3510,585,4625,1997,2020,1771,177,10,Plug and Perf,1.4,2424,SW,920
100/05-26-080-18W6/00,south_graben,SHELL CANADA LIMITED,751129,1042,126230,10986,2058,346,4426,5400,2010,2181,218,10,Plug and Perf,0.6,1349.1,SW,712.2
100/03-06-078-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,749356,0,124893,2727,2047,341,4660,8321,2010,1582,132,12,Ball and Seat ,0.4,571,CO2,191.9
102/16-03-077-17W6/00,south_graben,TOURMALINE OIL CORP.,748184,1,124698,3382,2050,342,4759,6422,2013,1660,111,15,Ball and Seat ,0.4,690.5,WB,274.4
102/12-21-082-20W6/00,south_graben,CREW ENERGY INC.,747227,0,124538,22604,2047,341,3588,7802,2017,1496,55,27,Ball and Seat ,1.1,1620,SW,358.8
100/13-07-081-17W6/00,south_graben,OVINTIV CANADA ULC,747036,46386,170892,84925,2047,468,3930,7394,2018,1695,81,21,Plug and Perf,1.7,2958,SW,627.1
102/08-11-082-20W6/00,south_graben,CREW ENERGY INC.,746711,0,124452,22765,2046,341,4180,6043,2018,2024,61,33,Ball and Seat ,0.9,1872.5,SW,317.5
